225;9.93;+0.5;Frank Fredericks;NAM;02.10.67;3s2;Athínai;03.08.1997
225;9.93;-0.4;Frank Fredericks;NAM;02.10.67;2;Athínai;17.06.1998
225;9.93;+1.5;Donovan Bailey;CAN;16.12.67;2;Montréal;01.08.1998
225;9.93;+0.4;Maurice Greene;USA;23.07.74;2;Lausanne;02.07.1999
225;9.93;+0.3;Maurice Greene;USA;23.07.74;1h4;Sacramento;14.07.2000
225;9.93;+1.8;Patrick Johnson;AUS;26.09.72;1rA;Mito;05.05.2003
225;9.93;+1.8;Maurice Greene;USA;23.07.74;2;Eugene;19.06.2004
225;9.93;+0.8;Shawn Crawford;USA;14.01.78;1s2;Sacramento;11.07.2004
225;9.93;±0.0;Shawn Crawford;USA;14.01.78;3;Sacramento;11.07.2004
225;9.93;-0.5;Asafa Powell;JAM;23.11.82;1rA;Zürich;06.08.2004
225;9.93;±0.0;Francis Obikwelu;POR;22.11.78;1q1;Athínai;21.08.2004
225;9.93;-0.2;Maurice Greene;USA;23.07.74;1q5;Athínai;21.08.2004
225;9.93;+1.1;Adekotunbo Fasuba;NGR;09.07.84;1h1;Ad-Dawhah;12.05.2006
225;9.93;±0.0;Walter Dix;USA;31.01.86;1;Sacramento;08.06.2007
225;9.93;-0.1;Richard Thompson;TRI;07.06.85;1;Auburn;18.05.2008
225;9.93;+0.3;Richard Thompson;TRI;07.06.85;2s2;Beijing;16.08.2008
225;9.93;±0.0;Churandy Martina;AHO;03.07.84;4;Beijing;16.08.2008
225;9.93;+1.1;Ivory Williams;USA;02.05.85;1r2;Rethimnó;20.07.2009
225;9.93;-0.2;Tyson Gay;USA;09.08.82;1s2;Berlin;16.08.2009
225;9.93;+0.9;Daniel Bailey;ANT;09.09.86;4;Berlin;16.08.2009
225;9.93;+0.9;Richard Thompson;TRI;07.06.85;5;Berlin;16.08.2009
225;9.93;+0.6;Asafa Powell;JAM;23.11.82;2rA;Roma;26.05.2011
225;9.93;+1.0;Keston Bledman;TRI;08.03.88;1rA;Clermont;04.06.2011
225;9.93;+0.4;Nesta Carter;JAM;10.11.85;2;Birmingham;10.07.2011
225;9.93;+0.3;Justin Gatlin;USA;10.02.82;1;Daegu;16.05.2012
225;9.93;+1.3;Nickel Ashmeade;JAM;04.07.90;2;Eugene;02.06.2012
225;9.93;+0.7;Keston Bledman;TRI;08.03.88;2rA;New York City;09.06.2012
225;9.93;+1.8;Ryan Bailey;USA;13.04.89;3;Eugene;24.06.2012
225;9.93;+0.7;Ryan Bailey;USA;13.04.89;1rA;Stockholm;17.08.2012
264;9.94;+0.8;Leroy Burrell;USA;21.02.67;1;Houston;16.06.1989
264;9.94;+1.1;Leroy Burrell;USA;21.02.67;1s2;Tokyo;25.08.1991
264;9.94;+0.3;Andre Cason;USA;20.01.69;1s1;Stuttgart;15.08.1993
264;9.94;+0.2;Davidson Ezinwa;NGR;22.11.71;1;Linz;04.07.1994
264;9.94;+1.9;Dennis Mitchell;USA;20.02.66;1;Oslo;22.07.1994
264;9.94;+0.5;Dennis Mitchell;USA;20.02.66;1;Durham;13.08.1994
264;9.94;-0.4;Ato Boldon;TRI;30.12.73;3r1;Lausanne;03.07.1996
264;9.94;-0.5;Frank Fredericks;NAM;02.10.67;1s1;Atlanta;27.07.1996
264;9.94;+0.5;Donovan Bailey;CAN;16.12.67;1;Nürnberg;13.06.1997
264;9.94;+0.2;Tim Montgomery;USA;28.01.75;3;Athínai;03.08.1997
264;9.94;+0.2;Tim Montgomery;USA;28.01.75;3;Bruxelles;22.08.1997
264;9.94;+1.9;Jon Drummond;USA;09.09.68;1h1;New Orleans;19.06.1998
264;9.94;+0.1;Seun Ogunkoya;NGR;28.12.77;1;Dakar;19.08.1998
264;9.94;-0.3;Maurice Greene;USA;23.07.74;1;Bruxelles;28.08.1998
264;9.94;+1.3;Frank Fredericks;NAM;02.10.67;1;Sydney;20.02.1999
264;9.94;-1.0;Maurice Greene;USA;23.07.74;1;Zürich;11.08.2000
264;9.94;-0.2;Bernard Williams;USA;19.01.78;2;Edmonton;05.08.2001
264;9.94A;-0.2;Frank Fredericks;NAM;02.10.67;1;Windhoek;13.04.2002
264;9.94;+1.8;Shawn Crawford;USA;14.01.78;1;Suita;11.05.2002
264;9.94;+1.4;Maurice Greene;USA;23.07.74;1;Carson;01.06.2003
264;9.94;-0.5;Maurice Greene;USA;23.07.74;2rA;Zürich;06.08.2004
264;9.94;+0.6;Asafa Powell;JAM;23.11.82;5;Athínai;22.08.2004
264;9.94;+1.0;Leonard Scott;USA;19.01.80;2;London;22.07.2005
264;9.94;+0.9;Asafa Powell;JAM;23.11.82;1rA;Oslo;15.06.2007
264;9.94;+1.6;Ivory Williams;USA;02.05.85;2q3;Eugene;28.06.2008
264;9.94;-0.5;Asafa Powell;JAM;23.11.82;1;London;25.07.2008
264;9.94;+0.3;Churandy Martina;AHO;03.07.84;3s2;Beijing;16.08.2008
264;9.94;+1.7;Mike Rodgers;USA;24.04.85;1r2;Eugene;07.06.2009
264;9.94;+0.6;Darvis Patton;USA;04.12.77;1;Zagreb;31.08.2009
264;9.94;-0.6;Tyson Gay;USA;09.08.82;1;Daegu;25.09.2009
264;9.94;-1.7;Tyson Gay;USA;09.08.82;1;Gateshead;10.07.2010
264;9.94;+1.3;Darvis Patton;USA;04.12.77;4;Eugene;04.06.2011
264;9.94;+1.3;Michael Frater;JAM;06.10.82;5;Eugene;04.06.2011
264;9.94;+1.3;Walter Dix;USA;31.01.86;1;Eugene;24.06.2011
264;9.94;+1.8;Mike Rodgers;USA;24.04.85;4;Eugene;24.06.2012
264;9.94;+1.1;Michael Frater;JAM;06.10.82;4;Kingston;29.06.2012
264;9.94;+0.7;Asafa Powell;JAM;23.11.82;3s1;London;05.08.2012
264;9.94;+1.5;Churandy Martina;AHO;03.07.84;6;London;05.08.2012
302;9.95A;+0.3;Jim Hines;USA;10.09.46;1;Ciudad de México;14.10.1968
302;9.95;+1.2;Frank Fredericks;NAM;02.10.67;5;Tokyo;25.08.1991
302;9.95A;+1.9;Olapade Adeniken;NGR;19.08.69;1r1;El Paso;16.04.1994
302;9.95;+1.3;Michael Marsh;USA;04.08.67;2r2;Walnut;21.04.1996
